Date Started,Who am I,Rating,Was your issue resolved,Comments,Who worked on your issue
4/5/2017,Buyer,5,Yes,Very helpful and pleasant,"Natasha, Specialist"
4/5/2017,Buyer,5,Yes,very patient and helpful,"Natasha, Specialist"
4/5/2017,Buyer,5,Yes,Natasha Randolph did a great job,"Natasha, Specialist"
4/5/2017,Buyer,5,Yes,Natasha was very pleasant to talk to.  She was very patient and also very helpful.  I have no complaints.,"Natasha, Specialist"
4/5/2017,Vendor,5,Yes,Very Helpful!,"Ruben, Specialist"
4/5/2017,Vendor,5,Yes,Lady was very patient and knowledgeable. discovered the problem & helped me fix it and walked me through the steps to add a user. Great job!!,"Natasha, Specialist"
4/5/2017,Vendor,5,Yes,Very nice woman who helped me.,"Natasha, Specialist"
4/5/2017,Vendor,5,Yes,Jennifer answered my questions completely and Thoroughly.  She went on to walk me through to show me where I could find what I was looking for on the EVa site.  She was famtastic.,"Jennifer, Specialist"
4/4/2017,SWaM,5,Yes,[No Answer Entered],"NaSandra, Lead"
4/4/2017,Buyer,5,Yes,[No Answer Entered],"Ruben, Specialist"
4/4/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
4/4/2017,Vendor,5,No,"While the CSR was not able to resolve the issue, she gave me the steps necessary to allow me to quote.","Natasha, Specialist"
4/4/2017,Vendor,5,Yes,"Articulate, very professional and step by step instructions solving my issue.","Tiffany, Specialist"
4/4/2017,Vendor,5,Yes,"Great follow up, answered my questions! You guys rock.","Tiffany, Specialist"
4/4/2017,Vendor,5,Yes,Ruben was very polite and helpful. I never felt rushed and he helped me find want I needed. Thank you!,"Ruben, Specialist"
4/4/2017,Vendor,5,Yes,the specialist help me very much was very professionally,"Natasha, Specialist"
4/4/2017,Vendor,5,Yes,"I received a very quick, responsive phone call and solution.","Lakeia, Specialist"
4/4/2017,Vendor,5,Yes,"This kid was so nice I wish she would move to NY and run Albany
I was so impressed Because ""every"" employee of NY state is a creepy parasite.
I was expecting the worst...and got  the best ...a great experience !
2nd interaction with the help line
Thanks
CC","Lakeia, Specialist"
4/4/2017,Vendor,5,Yes,Phone attendant was very helpful and informative.,"Lakeia, Specialist"
4/4/2017,Vendor,5,Yes,Jennifer was fantastic. She took time to completely help and be sure I was fully handled. One of the best customer experiences I've ever had!,"Jennifer, Specialist"
4/4/2017,Vendor,5,Yes,Natasha was very friendly and professional.,"Natasha, Specialist"
4/4/2017,Vendor,5,Yes,"Very helpful, sorry I did not write down the name of person assisting","Tiffany, Specialist"
4/4/2017,Vendor,5,Yes,Rep was very polite and helpful.,"Natasha, Specialist"
4/3/2017,Other,5,Yes,[No Answer Entered],"Jennifer, Specialist"
4/3/2017,Buyer,5,Yes,[No Answer Entered],"Teresa, Lead"
4/3/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
4/3/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
4/3/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
4/3/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
4/3/2017,Vendor,2,No,"I'm an NCAA men's lacrosse official and Mary Washington University is using your system to pay us. Other than being an inconvenient pain and not suited for what they're attempting to do, I'm not certain my registration is complete although it appears to be. Also, since I see nowhere to enter banking info, I'm unclear how I will actually get paid. So my feedback really pertains to registration only, I just picked a category code because I couldn't find anything remotely related to sports officiating, nor even General or ""Not Applicable"". I don't plan to ever ""bid"" so this procurement system is totally inefficient and ill suited for what MWU is doing. I'm a Vendor only in the sense that I provided a service (i.e. ref their lacrosse games).","Lakeia, Specialist"
4/3/2017,Buyer,5,No,"I was unable to log in due to inactivity on my account, and was given instructions to re-register but the system says I'm already registered so I still am unable to log in.","Jennifer, Specialist"
4/3/2017,Buyer,5,Yes,My representative was very helpful and knowledgeable.   She handled my issue in a very timely manner.,"Natasha, Specialist"
4/3/2017,Buyer,5,Yes,"Natasha, was an excellent, she walked the vendor and myself through a quick quote process.  Awesome","Natasha, Specialist"
4/3/2017,Vendor,5,Yes,"This is 5++++ rating. Tiffany led me to what I needed immediately, and with as pleasant a voice and demeanor as you could possibly ask for. Thanks, Tiffany!","Tiffany, Specialist"
4/3/2017,Vendor,5,Yes,"Thomas was very helpful getting my login issues resolved, and helping me with updating the company information on eVA.","Thomas, Specialist"
4/3/2017,Vendor,5,Yes,"Phone support was excellent.  A bid noticed went out, but there were no accompanying documents attached.  A phone call to Customer Care resolved the issue.
Thank you for being so vendor friendly.","Thomas, Specialist"
4/3/2017,Vendor,5,Yes,Simple really and would not have had to call if the registration email included how to get it to eVA after it was completed.,"Ruben, Specialist"
4/3/2017,Vendor,5,Yes,excellent follow up via both phone and email,"Natasha, Specialist"
4/3/2017,Vendor,5,Yes,Lakeia was excellent and had a great explanation for me from the start. Thanks!,"Lakeia, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/31/2017,SWaM,1,Yes,[No Answer Entered],"Jennifer, Specialist"
3/31/2017,SWaM,1,Yes,[No Answer Entered],"Jennifer, Specialist"
3/31/2017,Other,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/31/2017,Other,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/31/2017,Buyer,5,Yes,[No Answer Entered],"Teresa, Lead"
3/31/2017,Buyer,5,Yes,[No Answer Entered],"Teresa, Lead"
3/31/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/31/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/31/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/31/2017,Vendor,1,No,"No one ever seems to be able to provide any information. They can only repeat what is viewable on the website. My company was the only company that provided a quote, but no one can tell me who the quote was awarded to. All the website states is ""Awarded""","Jennifer, Specialist"
3/31/2017,Vendor,1,No,"No one ever seems to be able to provide any information. They can only repeat what is viewable on the website. My company was the only company that provided a quote, but no one can tell me who the quote was awarded to. All the website states is ""Awarded""","Jennifer, Specialist"
3/31/2017,Other,3,No,"I was very grateful for the immediate contact via phone after submitting an email (staff did not leave their name) and for the conversation with Ruben when I called back.  However, the task (adding a payment address) still has not been completed. If not by Monday (a week after the initial request by the vendor), I will contact eVA Customer Care again to escalate so that we do not incur a late payment.  Thank you for your help!","Ruben, Specialist"
3/31/2017,Other,3,No,"I was very grateful for the immediate contact via phone after submitting an email (staff did not leave their name) and for the conversation with Ruben when I called back.  However, the task (adding a payment address) still has not been completed. If not by Monday (a week after the initial request by the vendor), I will contact eVA Customer Care again to escalate so that we do not incur a late payment.  Thank you for your help!","Ruben, Specialist"
3/31/2017,Buyer,5,No,There was nothing he could do as there was a download of changes that was happening that night to fix the problem.,"Ruben, Specialist"
3/31/2017,Buyer,5,No,There was nothing he could do as there was a download of changes that was happening that night to fix the problem.,"Ruben, Specialist"
3/31/2017,Buyer,5,Yes,"Thomas called my vendor to help her. She did not know how to find eVa orders. He advised her : of the eVa contact person with her company, and how to manage their eVa account so that they could get orders. I really appreciate the eVa Customer care people. They are friendly, calm, and helpful!!","Thomas, Specialist"
3/31/2017,Buyer,5,Yes,"The rep was very helpful, stayed on the line as he assisted me with gaining access to the eVa site.","Thomas, Specialist"
3/31/2017,Buyer,5,Yes,"Thomas called my vendor to help her. She did not know how to find eVa orders. He advised her : of the eVa contact person with her company, and how to manage their eVa account so that they could get orders. I really appreciate the eVa Customer care people. They are friendly, calm, and helpful!!","Thomas, Specialist"
3/31/2017,Buyer,5,Yes,"The rep was very helpful, stayed on the line as he assisted me with gaining access to the eVa site.","Thomas, Specialist"
3/31/2017,Buyer,5,Yes,Ruben was great!  I really appreciated his patience with me because I was truly frustrated after having so many unsuccessful attempts to order business cards via the new system.,"Ruben, Specialist"
3/31/2017,Buyer,5,Yes,Ruben was great!  I really appreciated his patience with me because I was truly frustrated after having so many unsuccessful attempts to order business cards via the new system.,"Ruben, Specialist"
3/31/2017,Buyer,5,Yes,"I would like to say that Natasha was very courteous, patient and very helpful.  Her disposition on the phone made you feel like I was her only customer. She helped me out a great deal, because otherwise I would have to had to type all the information in.  It's people like her and her attitude that ranks customer care up there.   Thank you so much for having people like her there.","Natasha, Specialist"
3/31/2017,Buyer,5,Yes,"I would like to say that Natasha was very courteous, patient and very helpful.  Her disposition on the phone made you feel like I was her only customer. She helped me out a great deal, because otherwise I would have to had to type all the information in.  It's people like her and her attitude that ranks customer care up there.   Thank you so much for having people like her there.","Natasha, Specialist"
3/31/2017,Vendor,5,No,my issue was strange and not something that was really in eVAs purview.  But Natasha was extremely helpful and hopefully I can get this straightened out!,"Natasha, Specialist"
3/31/2017,Vendor,5,No,"Customer care service was good. My trouble was with my SWAM profile, but we are waiting for it to be reactivated.","Thomas, Specialist"
3/31/2017,Vendor,5,No,my issue was strange and not something that was really in eVAs purview.  But Natasha was extremely helpful and hopefully I can get this straightened out!,"Natasha, Specialist"
3/31/2017,Vendor,5,No,"Customer care service was good. My trouble was with my SWAM profile, but we are waiting for it to be reactivated.","Thomas, Specialist"
3/31/2017,Vendor,5,Yes,Wasn't sure how to respond to a email bid and they walked me through it.,"Teresa, Lead"
3/31/2017,Vendor,5,Yes,Wasn't sure how to respond to a email bid and they walked me through it.,"Teresa, Lead"
3/31/2017,Vendor,5,Yes,The rep who handled my call was very clear to understand...efficient and answered my question without hesitation...he was very friendly and professional from beginning to end.,"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,Had to add new location to HQ account with different commodity codes.  Thomas was excellent and patient with all my questions.,"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,"The agent was very helpful, explaining why I couldn't locate the credit card # on the purchase request.","Thomas, Specialist"
3/31/2017,Vendor,5,Yes,Very helpful,"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,The rep who handled my call was very clear to understand...efficient and answered my question without hesitation...he was very friendly and professional from beginning to end.,"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,Had to add new location to HQ account with different commodity codes.  Thomas was excellent and patient with all my questions.,"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,"The agent was very helpful, explaining why I couldn't locate the credit card # on the purchase request.","Thomas, Specialist"
3/31/2017,Vendor,5,Yes,Very helpful,"Thomas, Specialist"
3/31/2017,Vendor,5,Yes,Very good and knowledgeable.,"Ruben, Specialist"
3/31/2017,Vendor,5,Yes,Very good and knowledgeable.,"Ruben, Specialist"
3/31/2017,Vendor,5,Yes,Very good every time. It's the other Depts! SBA and billing dept on eva site. No return phone calls - left 3 messages about billing invoices. Very disappointed. Wait time was very reasonable with eva. Always knowledgeable staff and very appreciative for the help given. Very patient with us newbies. Thank you!,"Natasha, Specialist"
3/31/2017,Vendor,5,Yes,"She was wonderful, solved my issue first time.","Natasha, Specialist"
3/31/2017,Vendor,5,Yes,Very good every time. It's the other Depts! SBA and billing dept on eva site. No return phone calls - left 3 messages about billing invoices. Very disappointed. Wait time was very reasonable with eva. Always knowledgeable staff and very appreciative for the help given. Very patient with us newbies. Thank you!,"Natasha, Specialist"
3/31/2017,Vendor,5,Yes,"She was wonderful, solved my issue first time.","Natasha, Specialist"
3/31/2017,Vendor,5,Yes,"My customer service representative, Lakeia was extremely polite and professional and was able to assist me with the recovery of my system generated User Name.  She provided me with first rate and top notch service!","Lakeia, Specialist"
3/31/2017,Vendor,5,Yes,"My customer service representative, Lakeia was extremely polite and professional and was able to assist me with the recovery of my system generated User Name.  She provided me with first rate and top notch service!","Lakeia, Specialist"
3/31/2017,Vendor,5,Yes,"JoAnn was very patient with me.  I was in need to locate the PCard number for goods that were shipped to our customer.  However, our credit card acceptance company requires the three digit code on the back of the credit card - and this code is not on the eVa (Ariba) computer - I will have to wait until my customer telephones me on Monday (hopefully then) until I can get paid.  It would be great to have the cc code on the Aribia form.","Joann, Specialist"
3/31/2017,Vendor,5,Yes,"JoAnn was very patient with me.  I was in need to locate the PCard number for goods that were shipped to our customer.  However, our credit card acceptance company requires the three digit code on the back of the credit card - and this code is not on the eVa (Ariba) computer - I will have to wait until my customer telephones me on Monday (hopefully then) until I can get paid.  It would be great to have the cc code on the Aribia form.","Joann, Specialist"
3/31/2017,Vendor,5,Yes,All I can say is that I wish all of my calls today will go as smoothly and be as pleasant as the experience I had with the eVa customer care rep today. Awesome job!!!,"Jennifer, Specialist"
3/31/2017,Vendor,5,Yes,"Very helpful, thanks!","Jennifer, Specialist"
3/31/2017,Vendor,5,Yes,"Jennifer was experienced, professional, patient and the answer to my prayer!","Jennifer, Specialist"
3/31/2017,Vendor,5,Yes,All I can say is that I wish all of my calls today will go as smoothly and be as pleasant as the experience I had with the eVa customer care rep today. Awesome job!!!,"Jennifer, Specialist"
3/31/2017,Vendor,5,Yes,"Very helpful, thanks!","Jennifer, Specialist"
3/31/2017,Vendor,5,Yes,"Jennifer was experienced, professional, patient and the answer to my prayer!","Jennifer, Specialist"
3/30/2017,Buyer,5,No,[No Answer Entered],"Jennifer, Specialist"
3/30/2017,SWaM,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/30/2017,Other,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/30/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/30/2017,Buyer,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/30/2017,Buyer,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/30/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
3/30/2017,Vendor,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/30/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/30/2017,Vendor,1,No,"I just want to stop receiving your emails.  I haven't worked in that department or at that facility for over 15 months so your emails do not apply.  I was told I had to log in but it has been so long, I don't remember my log in or password.","Lakeia, Specialist"
3/30/2017,Buyer,4,Yes,"(I can't remember the woman's name - sorry!)
But, my rep was very helpful this morning. She took her time looking at the vendor I had a question on, and though it was a simple request she still went through all the steps one would expect for a larger/complex issue. I didn't feel rushed.

Thank you!","Natasha, Specialist"
3/30/2017,SWaM,5,Yes,"Representative was easy to talk to, easily addressed the issue, and had me on my way with a couple minutes. Wish all my other calls (to other agencies, not yours) were handled as efficiently.","Ruben, Specialist"
3/30/2017,Buyer,5,No,"My experience went well, Jennifer was pleasant, professional and informative.  The only reason she wasn't able to resolve was because my account was deactivated and I need to contact my company representative to reactivate.
Thank you for the assistance.","Jennifer, Specialist"
3/30/2017,Buyer,5,Yes,Took a little time to figure out my problem...but it did get resolved.  Several people worked on this.  Thanks Teresa and Joann and others,"Teresa, Lead"
3/30/2017,Buyer,5,Yes,"Tiffany listened to my entire issue attentively, before responding.  She asked appropriate questions, and guided me through the process to resolve my issue.  She even took time to tell me what messages I might receive, and explained the differences between ""canceling"" and ""deleting"".  Her guidance was a learning experience that I'll be able to use when I face another issue.
Overall, excellent!","Tiffany, Specialist"
3/30/2017,Buyer,5,Yes,The young lady that I spoke to was very polite and new her stuff.  Thank you:),"Tiffany, Specialist"
3/30/2017,Buyer,5,Yes,Rueben was very helpful.  Thank you!,"Ruben, Specialist"
3/30/2017,Buyer,5,Yes,Ruben was very patient and thorough.,"Ruben, Specialist"
3/30/2017,Buyer,5,Yes,Quick response and helped me get exactly what I needed.,"Lakeia, Specialist"
3/30/2017,Buyer,5,Yes,Helpful. Friendly. Patient. He did a good job.,"Ruben, Specialist"
3/30/2017,Buyer,5,No,Receptionist was very helpful but could not solve the inherent issue. I was directed to my account executive for further assistance.,"Jennifer, Specialist"
3/30/2017,Vendor,5,No,"While my issue is not resolved, I was given plenty of good information that will lead to resolution in the very near future. Thanks.","Natasha, Specialist"
3/30/2017,Vendor,5,Yes,I don't remember her name but she was quick and very helpful.,"Tiffany, Specialist"
3/30/2017,Vendor,5,Yes,"VERY HELPFUL, LEAD ME TO THE CORRECT PLACE ON THE WEBSITE AND MADE SURE I DID NOT HAVE ANY QUESTIONS","Tiffany, Specialist"
3/30/2017,Vendor,5,Yes,"Very helpful, thanks!","Tiffany, Specialist"
3/30/2017,Vendor,5,Yes,Thomas was patient and walked me through the process efficiently.,"Thomas, Specialist"
3/30/2017,Vendor,5,Yes,very pleasant lady to work with,"Joann, Specialist"
3/30/2017,Vendor,5,Yes,JoAnn was very helpful. Walked me thru the process I was inquiring about step by step. Very pleasant on the phone,"Joann, Specialist"
3/30/2017,Vendor,5,Yes,Very helpful and professional,"Jennifer, Specialist"
3/30/2017,Vendor,5,Yes,"Jessica was very helpful, not only did she solve the problem i called for but also helped me with all the future problems i would have called back for. Excellent service!","Jennifer, Specialist"
3/30/2017,Vendor,5,Yes,Lakeia was very helpful and pleasant! Thank you for the prompt attention to my inquiry.,"Lakeia, Specialist"
3/29/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
3/29/2017,Other,5,Yes,[No Answer Entered],"Joann, Specialist"
3/29/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/29/2017,Buyer,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/29/2017,Vendor,5,Yes,[No Answer Entered],"NaSandra, Lead"
3/29/2017,Vendor,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/29/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
3/29/2017,Vendor,4,Yes,"I received an initial email indicating that my issue would be resolved in two weeks.  However, I called the customer care number and the person I spoke with was very helpful (did not catch her name) and waited while I went through the password process and","Jennifer, Specialist"
3/29/2017,Vendor,1,No,I called trying to get a co worker removed from the system as she is no longer in the role and I am.  Because I am not the original contact for the portal my request cannot be satisfied but I would need for old contact to add me. This has been going on fo,"Thomas, Specialist"
3/29/2017,Vendor,3,No,"A lot of bureaucracy just to change the address on my account. Have been trying for a while, but still haven't been able to do it. It looks like I will need to look for someone I don't even know she still works for us.
However, this has nothing to do wit","Natasha, Specialist"
3/29/2017,SWaM,5,Yes,"Natasha, was over the top.   She was all about getting the vendor up and running.
Outstanding experience","Natasha, Specialist"
3/29/2017,Buyer,5,No,the issue was not resolved - put in a request to have a  vendor's address changed on March 23rd - and yes my issue was given a response - the area that handled my request was short staffed  -  the associate was very nice and helpful.,"Joann, Specialist"
3/29/2017,Buyer,5,Yes,The Customer Care representative followed up with me as promised this morning.  A resolution was found and problem is now solved.  I could not be more pleased with the service that I received.,"Thomas, Specialist"
3/29/2017,Buyer,5,Yes,"The lady that helped me was very patient, caring and actually listened to me to figure out what I needed.","Tiffany, Specialist"
3/29/2017,Buyer,5,Yes,Very satisfied.  Tiffany resolved issue right away.,"Tiffany, Specialist"
3/29/2017,Buyer,5,Yes,Excellent trouble shooting skills; Tiffany is acquainted with and has enough  knowledge about a new process to provide instruction.,"Tiffany, Specialist"
3/29/2017,Buyer,5,Yes,They did a great job with helping me reset my password.,"Ruben, Specialist"
3/29/2017,Buyer,5,Yes,I could not survive without my eVA customer care team.  They are the BEST!!!,"Lakeia, Specialist"
3/29/2017,Buyer,5,Yes,"I did not know what to expect as I had not used eVa customer care before. I should have sent the vendor's phone number in the email. The eVa care person had to call me for it, and I was out of the office the day she called. Meanwhile, our vendor figured o","Lakeia, Specialist"
3/29/2017,Buyer,5,Yes,Easy fix for her and she was calm and confident in her responses.,"Jennifer, Specialist"
3/29/2017,Buyer,5,Yes,"Quick response, great customer service.","Ruben, Specialist"
3/29/2017,Vendor,5,No,Representative was very friendly and answered all the questions I had.  My issues /questions were not resolved due to circumstances outside of her ability and what eVA provides.,"Natasha, Specialist"
3/29/2017,Vendor,5,Yes,Tiffany is outstanding!,"Tiffany, Specialist"
3/29/2017,Vendor,5,Yes,Help Desk was helpful.,"Tiffany, Specialist"
3/29/2017,Vendor,5,Yes,Very polite and knowledgeable. Provided the necessary information very quickly,"Tiffany, Specialist"
3/29/2017,Vendor,5,Yes,"I called the first time around 2, and the young lady was very patient, pleasant,and walked me through the process, block by block. i made a mistake and deleted everything. I called back again, and a different lady again very understanding walked me throug","Tiffany, Specialist"
3/29/2017,Vendor,5,Yes,Excellent!,"Thomas, Specialist"
3/29/2017,Vendor,5,Yes,Made an attempt to fix the problem in several ways.  Turned out to be a problem on my end.,"Thomas, Specialist"
3/29/2017,Vendor,5,Yes,Natasha was very kind and patient as she helped me resolve our account issue.,"Natasha, Specialist"
3/29/2017,Vendor,5,Yes,"I filled out the form and it would not submit, and had no error message. We decided I would fill it out again. I then filled out the form again, got an error message this time due to a NG code - I called again, and we decided I need to not use Google, but","Natasha, Specialist"
3/29/2017,Vendor,5,Yes,"I really appreciated the quick reply to my request, the rep was very professional and very polite. It was a wonderful experience.","Lakeia, Specialist"
3/29/2017,Vendor,5,Yes,Jennifer was so helpful.  She walked me through the fix.  Very detailed and I was very happy with the service.  thank you.,"Jennifer, Specialist"
3/28/2017,Vendor,5,No,[No Answer Entered],"Joann, Specialist"
3/28/2017,Buyer,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/28/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/28/2017,Buyer,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/28/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/28/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/28/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/28/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
3/28/2017,Buyer,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/28/2017,Vendor,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/28/2017,Vendor,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/28/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/28/2017,Vendor,4,Yes,Caller was very patient with my questions,"Joann, Specialist"
3/28/2017,Buyer,4,No,"She was nice and friendly, but she couldn't resolve my issue. It requires that I contact another individual in order for my profile information to corrected (my administrator entered it incorrectly). It would have been nice if she could have fixed that fo","Lakeia, Specialist"
3/28/2017,Other,5,Yes,"eVA Customer Care was very professional, courteous, and helpful.","Natasha, Specialist"
3/28/2017,Buyer,5,No,She was unable to assist with my issue but put me in touch with Barbara Layman who is helping me.  She provided me with Barb's contact info instead of directing me somewhere on the website which was greatly appreciated!,"Natasha, Specialist"
3/28/2017,Buyer,5,No,My purchase order was stuck in ordering status have to wait until the next day to be in ordered status.  But Natasha was very nice to explain that to me.,"Natasha, Specialist"
3/28/2017,Buyer,5,Yes,She was very courteous and took the time to listen and assist in finding out exactly what the issue was. She also called back to check and be sure everything was working to my satisfaction.  Offered assistance in the future if necessary.,"Lakeia, Specialist"
3/28/2017,Buyer,5,Yes,"Lakeia effectively addressed all of my questions and concerns. She was very helpful, professional and courteous.  Keep up the great work!!!!!","Lakeia, Specialist"
3/28/2017,Buyer,5,Yes,I was very pleased with the service I received today over the phone. She (rep) was extremely pleasant and offered to contact the vendor to help resolve the issue. Thank you for the assistance!,"Lakeia, Specialist"
3/28/2017,Vendor,5,Yes,eVA customer care person was very quick in handling my issue it only took 5 min and i was able to continue my day and enter my bid ontime,Do not remember
3/28/2017,Vendor,5,Yes,"So sorry I do not remember her name!  She was super helpful and patient, also my hold time was very short.  Great experience!  Thank You!","Tiffany, Specialist"
3/28/2017,Vendor,5,Yes,"Tiffany was a great help.  I didn't really have an issue, but needed clarification on accounts and locations and how they interact with HQ listing on eVA.","Tiffany, Specialist"
3/28/2017,Vendor,5,Yes,Very helpful! Thanks!,"Tiffany, Specialist"
3/28/2017,Vendor,5,Yes,Excellent follow up,"Lakeia, Specialist"
3/28/2017,Vendor,5,Yes,very prompt and professional,"Joann, Specialist"
3/28/2017,Vendor,5,Yes,Very Helpful and informative.,"Joann, Specialist"
3/28/2017,Vendor,5,Yes,The person that assisted me was very helpful and was very knowledgeable.  As a Director in a National company your customer service specialist was extremely helpful and went out of her way to ensure all of my needs were met.  Thank you for all of your hel,"Jennifer, Specialist"
3/28/2017,Vendor,5,Yes,Very professional and eager to help!,"Jennifer, Specialist"
3/27/2017,Vendor,5,Yes,[No Answer Entered],"Teresa, Lead"
3/27/2017,Vendor,1,No,[No Answer Entered],"Tiffany, Specialist"
3/27/2017,Vendor,4,No,[No Answer Entered],"Joann, Specialist"
3/27/2017,Vendor,4,No,[No Answer Entered],"Thomas, Specialist"
3/27/2017,Buyer,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/27/2017,Buyer,1,Yes,Great Job,"Jennifer, Specialist"
3/27/2017,Other,5,Yes,"I'm with the Virginia Community College System Shared Services Center. Theresa was great today - I'm actually on the phone with Jennifer right now with our vendor getting the help Theresa and I spoke about. Ruben was great last week, too. Everyone I've sp","Tiffany, Specialist"
3/27/2017,Buyer,5,Yes,"THE YOUNG LADY (FORGOT HER NAME?) WAS VERY HELPFUL AND SO PLEASANT TO ASSIST ME WITH MY MATTER.
THANK YOU!!!","NaSandra, Lead"
3/27/2017,Buyer,5,Yes,Great customer service from eVa rep,"Tiffany, Specialist"
3/27/2017,Buyer,5,Yes,Very helpful...efficient and speedy resolution to my problem!  Thank you!,"Tiffany, Specialist"
3/27/2017,Vendor,5,Yes,I worked with Shantell (?spelling).  She was very patient and stayed on the line with me until I got where I needed to be and uploaded what needed to get uploaded.  I appreciated her assistance.,"Tiffany, Specialist"
3/27/2017,Vendor,5,Yes,SHE WAS WONDERFUL,"Tiffany, Specialist"
3/27/2017,Vendor,5,Yes,"Thank you Tiffany and all the customer service reps who've assisted me over the last few weeks.  Sorry to have been ""that"" vendor.","Tiffany, Specialist"
3/27/2017,Vendor,5,Yes,"I don't remember the specialist's name, maybe NaSandra, not sure.  Anyway, she was very helpful and resolved my password issue quickly and efficiently.  Thank you!","Natasha, Specialist"
3/27/2017,Vendor,5,Yes,Joann was great!!,"Joann, Specialist"
3/27/2017,Vendor,5,Yes,Jennifer provided EXCELLENT customer support!!!,"Jennifer, Specialist"
3/24/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/24/2017,Vendor,4,No,[No Answer Entered],"Tiffany, Specialist"
3/24/2017,Vendor,4,Yes,[No Answer Entered],"Ruben, Specialist"
3/24/2017,Buyer,4,Yes,[No Answer Entered],"Jennifer, Specialist"
3/24/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/24/2017,Vendor,5,Yes,[No Answer Entered],"Tiffany, Specialist"
3/24/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
3/24/2017,Vendor,4,Yes,"When attempting to email and or faxing the corrected completed registration application into your office, for a second time, both email and fax failed to transmit. Only after leaving a message at the eVA care customer service center, did I receive confirm","Tiffany, Specialist"
3/24/2017,I am not a Buyer or Vendor,4,No,I work for the Virginia Community College System's Shared Services Center and I was trying to assist a campus representative with a requisition that had been denied. The requisition was not denied by our procurement team here and the denial looked system,"Ruben, Specialist"
3/24/2017,Buyer,5,Yes,Appreciated getting a follow up call to notify me the vendor was unaware of the issue discussed,"Ghania Matias, Manager"
3/24/2017,Buyer,5,Yes,Very helpful,"Thomas, Specialist"
3/24/2017,Buyer,5,Yes,I spoke with Thomas. He was extremely helpful and even called me back to confirm problem solved.,"Thomas, Specialist"
