Date Started,Who am I,Rating for Cust Care,Was your issue resolved?,Contact Customer?,Comments about Customer Care,Rating for eVA,Comments about eVA Overall,Who worked on your issue
7/29/2019,Vendor,5,Yes,Yes,very responsive,4,[No Answer Entered],"Portia, Specialist"
7/29/2019,Buyer,5,Yes,No,"The service rep. was very knowledgeable, patient and friendly.",5,[No Answer Entered],"Portia, Specialist"
7/29/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
7/29/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
7/29/2019,Vendor,5,Yes,No,"eVA Customer Care is easily the most competent and pleasant support group we have even needed to deal with. Everything we call, we get excellent, clear, service.",5,"eVA Customer Care is easily the most competent and pleasant support group we have even needed to deal with. Everything we call, we get excellent, clear, service.","Portia, Specialist"
7/29/2019,Buyer,5,Yes,No,Excellent service,5,Quick and efficient,"Portia, Specialist"
7/29/2019,Vendor,5,Yes,No,Excellent in every way - thank you for your professional help!,5,My apologies for not recording the name of the person who handled my question. I called at approximately 2PM on 7/29/19.,"Miranda, Specialist"
7/29/2019,Vendor,5,Yes,No,"The agents are soooo nice very knowledgeable of their job and the system their working with
they are very helpful and make you feel like they are there to really help you.no matter if you call two times a day or every week like me. we are just starting out with Eva and its so much we don't know what i really like is the TEAM WORK who ever training them you are doing a GREAT JOB THANKS TO YOUR WHOLE TEAM.",5,GREAT TEAM YOUR AGENTS ARE PROFESSIONALS,"Sherry, Specialist"
7/29/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
7/29/2019,Vendor,5,Yes,No,Very knowledgeable,5,Fast and easy,"Jamel ""Mel"", Lead"
7/29/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
7/29/2019,Vendor,5,Yes,No,Knowledgeable and patient,5,Great,"Joann, Specialist"
7/29/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
7/29/2019,Vendor,5,Yes,No,"The service was good, but the EVA website was slow.",4,"The only thing I do not like about EVA is the state charge to do business.
Most states do not do that.","Sherry, Specialist"
7/29/2019,Vendor,5,Yes,No,The customer service representative did a great job.,5,[No Answer Entered],"Sherry, Specialist"
7/29/2019,Vendor,5,Yes,No,The customer service representative did a great job.,5,[No Answer Entered],"Chandra, Specialist"
7/30/2019,Buyer,4,Yes,No,[No Answer Entered],4,[No Answer Entered],"Devyonne, Specialist"
7/30/2019,Vendor,4,Yes,No,Very helpful and pleasant,5,[No Answer Entered],"Chandra, Specialist"
7/30/2019,Vendor,5,Yes,Yes,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
7/30/2019,Buyer,5,Yes,No,Ms. Joann was very quick to help me resolve my issue.,5,[No Answer Entered],"Joann, Specialist"
7/30/2019,Buyer,5,Yes,No,Great Customer Service,5,"I'm not sure who worked on my problem, however, she was very knowledgeable and found a solution.","Miranda, Specialist"
7/30/2019,Vendor,5,Yes,No,"Prompt response, excellent service.",5,[No Answer Entered],"Portia, Specialist"
7/30/2019,Vendor,5,Yes,No,"Portia Willis assisted me with patience and care. She is very polite, understanding and ultimately, supremely helpful. Give this person a raise! She is worth her weight in gold. She was so nice to me and extremely beneficial to my setting up an account. I can't thank her enough.",1,"I tried for 3 days to get an account with unsatisfactory results. This last day after 5 tries to get an account uploaded, I called customer care. I should have done that on day one. Two suggestions: instead of having the information about the NIGP code at the bottom of the form, put it near the top because it wasn't until the end that I knew I had to have such a code; then had to go to a different website to find it; then start all over. Secondly, mention that a W-9 must be downloaded first. This can save the applicant a lot of time and going out of the website to set all of thus up, then return and start all over yet again. Or, just have a preliminary page that says : Do you have the following in place: EIN number, W-9, NGIP code, DUNS number or Ariba code. That would save the applicants a lot of angst and time.","Portia, Specialist"
7/30/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
7/30/2019,Buyer,5,Yes,No,"Miranda was patient, knowledgeable, and able to solve my problem (which was the result of user error)",5,Always excellent customer service,"Miranda, Specialist"
7/30/2019,Vendor,5,Yes,No,"You CAN contact me if you wish, but I have been taken care of. Shonda (I hope I am spelling her name right)was everything a Customer *CARE* person is supposed to be, polite, courteous, friendly, professional, efficient, patient, problem-solver - need I go on?!  I was hoping I would get a survey so I could commend her awesome service!",5,"I don't know why the system kept saying my email address was not on the system which was the start of all the problems, but I am 'in"" now.  As an aside, the filters for searcing for viewing open RFPs needs much improvement. And, when I enter Stafford County, that should be the only county I see!","Chandra, Specialist"
7/31/2019,Buyer,5,Yes,No,Devyonne was great!,5,No input at this time other than Devyonne was very helpful.,"Devyonne, Specialist"
7/31/2019,Buyer,5,No,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
7/31/2019,Vendor,5,Yes,No,Outstanding and Rapid Response,5,Keep doing what you are doing as it was all good for me.,"Chandra, Specialist"
7/31/2019,Buyer,5,Yes,No,EXCELLENT CUSTOMER SERVICE,5,[No Answer Entered],"Sherry, Specialist"
7/31/2019,Vendor,5,Yes,No,Very helpful!,5,[No Answer Entered],"Devyonne, Specialist"
7/31/2019,Vendor,5,No,No,Great care.  The issue was not resolved due to my side.   Agent did a wonderful job explaining what I need to do to fix my issue.,5,[No Answer Entered],"Jamel ""Mel"", Lead"
7/31/2019,Vendor,5,Yes,No,answered my questions,5,site is not very user friendly,"Jamel ""Mel"", Lead"
7/31/2019,Vendor,5,No,No,"The person I talked to (sorry, I don't remember her name) was VERY helpful and diligent. She was great, and very pleasant to work with. She went above and beyond to try to find the contract information that I was looking for on eVA. She came to the conclusion that the contract I was looking for is not posted on eVA.",5,"WONDERFUL! The person I talked to (sorry, I don't remember her name) was VERY helpful and diligent. She was great, and very pleasant to work with. She went above and beyond to try to find the contract information that I was looking for on eVA.","Devyonne, Specialist"
7/31/2019,Buyer,5,Yes,No,Courteous and knowledgeable,5,[No Answer Entered],"Devyonne, Specialist"
7/31/2019,Vendor,5,Yes,No,[No Answer Entered],5,Chandra was very helpful and worked to resolve my issue.,"Chandra, Specialist"
7/31/2019,Vendor,5,Yes,No,Was helpful and answered question quickly,4,Went to the eVA login in website to find the information.  The information I needed with on the public site.,"Joann, Specialist"
7/31/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
7/31/2019,Vendor,5,Yes,No,"I required assistance in accessing and updating our eVA account. The Specialist not only provided all of the information that I needed, she also guided me through the system. The time and patience demonstrated in supporting my organizational needs was outstanding! The Specialist verified my identity and proceeded to stay on the line with me until all of my issues resolved. I was highly impressed by her professionalism and high level of customer service.",5,No improvements needed. Thank-you!,"Chandra, Specialist"
7/31/2019,Vendor,3,Yes,Yes,"the call was okay. except when I began to ask more questions or repeated questions for clarification, the rep seemed annoyed. In the end, she tried to rush me off rather than saying ""is there anything else, was I clear, did I satisfy your call.."" In the end, the info provided resolved my issue.",3,"It would have been EXTRA nice if when the confirmation of registration was complete that a WARNING ** jump through other hoops to get POs paid. Meaning, if I knew I had to form relationships and sign up with AN, I would have done so but the rejection of my PO went through the buyer and was not pleased.","Chandra, Specialist"
7/31/2019,Buyer,5,Yes,No,Rep was very pleasant and helpful and was able to solve my problem right away.  It wasn't really a problem but I didn't know that.  She was able to tell me quickly what was wrong.,4,"I have problems with some of the codes not accepting information I put in.  Say I need the code for advertising.  I put advertising in the box and nothing comes up.  I put everything in the block that I can think of that relates and still nothing.  When I call the business office, they give me the code and it is called advertising.","Sherry, Specialist"
8/1/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
8/1/2019,SWaM (SBSD),5,Yes,No,Very courteous and helpful,5,[No Answer Entered],"Portia, Specialist"
8/1/2019,Buyer,5,Yes,No,Excellent service,2,"I don't prefer to use eVA, however, my job requires. I find eVA complicated.","Sherry, Specialist"
8/1/2019,Vendor,3,No,Yes,We never received confirmation of our issue.,3,[No Answer Entered],"Portia, Specialist"
8/1/2019,Other,5,Yes,No,"I received prompt, excellent service, as always.",4,[No Answer Entered],"Portia, Specialist"
8/1/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/1/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/1/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Natasha, Lead"
8/1/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
8/1/2019,Vendor,5,Yes,No,my rep today was much more patient and informative. yeah,5,[No Answer Entered],"Sherry, Specialist"
8/1/2019,Vendor,5,Yes,No,Excellent Service. Hard to find good service with procurement sites. I was impressed!,5,I cannot remember her name now. i think it was Chandra. Please look up who helped me and give her credit for a job well done!,"Chandra, Specialist"
8/1/2019,SWaM (SBSD),5,Yes,No,Outstanding,5,[No Answer Entered],"Portia, Specialist"
8/1/2019,Buyer,5,Yes,No,"EXCELLENT. She took her time, and even asked me to wait for a few minutes while she researched my need. Once back on line, she coached me thou the process while I registered on my desktop.

Outstanding service...wish I could remember her name! Joann possibly. Heck, I cant even remember my passwords!",5,See above,"Sherry, Specialist"
8/1/2019,Vendor,5,Yes,No,Satisfied,5,[No Answer Entered],"Chandra, Specialist"
8/2/2019,Vendor,5,Yes,No,Service was excellent. I am not an expert at navigating computers and the specialist walked me through a fairly complex issue helping me submit an RFP on time!,5,"Perfect, helped me make a submission when I was panicking.","Miranda, Specialist"
8/2/2019,Vendor,5,Yes,No,Thank you for speaking English clearly and being located in the US. And not having attitude or being weary-sounding (tired or exasperated).,5,"It's been slow going slogging through this: discovering reinstatement process was delayed because of past due balances (bad AR snail-mail address), then the original user should have been deleted and it appears the new user was deleted in error, etc. All the while the buyer pushing for updates and the buyer's admin had a change of staff... Hopefully we're seeing the proverbial light at the end of the tunnel. On each occasion, the eva Cust Service folks have been very helpful and problem-solving.","Portia, Specialist"
8/2/2019,Vendor,5,Yes,No,Very calm and helpful,5,so far so good,"Miranda, Specialist"
8/5/2019,Vendor,5,Yes,No,"my customer care  was excellent, she was so helpful i did not write her name down but i am sure you have a record on who i spoke with i just want her to know how grateful i am for her solving my issues",5,[No Answer Entered],"Miranda, Specialist"
8/5/2019,Buyer,5,Yes,No,Excellent Service!,5,Excellent Service!,"Natasha, Lead"
8/5/2019,Vendor,5,Yes,No,Great customer service,5,Great customer service,"Portia, Specialist"
8/5/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/5/2019,Vendor,5,Yes,No,Nice lady.,5,Sorry I don't remember your name.  then again I can't remember if I put socks on this morning.,"Joann, Specialist"
8/5/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/5/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/5/2019,Vendor,5,Yes,No,She was great to work with,5,[No Answer Entered],"Portia, Specialist"
8/5/2019,Buyer,5,Yes,No,EXCELLENT CUSTOMER SERVICE,5,[No Answer Entered],"Portia, Specialist"
8/6/2019,Vendor,5,Yes,No,"Your rep was competent, patient, helpful and friendly.",5,Well organized process.,"Natasha, Lead"
8/6/2019,Vendor,5,Yes,No,Miranda was very nice and pleasant to talk to and she solved my problem quickly and walked me thru each step of the way. Definitely great customer service!!,5,[No Answer Entered],"Miranda, Specialist"
8/6/2019,Buyer,5,Yes,No,"My Customer Care Rep. was the epitome of Customer Care.  She was knowledgeable, patient, kind and professional.  I was able to rectify my issue,  with her assistance, without being made to feel like an idiot.",5,"This was the first time that I have used your help line, but I will definitely used it again if the need arises.  A young lady named Sherry assisted me and she is to be commended on her expertise and expedient service.  Additionally, she was personable yet professional.","Sherry, Specialist"
8/7/2019,Other,5,Yes,No,"Efficient and polite, as always.",4,[No Answer Entered],"Portia, Specialist"
8/7/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/7/2019,Vendor,5,Yes,No,Excellent friendy service,5,[No Answer Entered],"Devyonne, Specialist"
8/7/2019,Other,5,Yes,No,"Suberb!
",5,[No Answer Entered],"Portia, Specialist"
8/7/2019,Vendor,5,Yes,No,"Very cheerful person on the other end of the phone (with a lovely accent) helped me figure a few things out for my client who is trying to put together a response to an eVA RFP. I'm terrible with names so I immediately forgot hers, unfortunately.",5,[No Answer Entered],"Chandra, Specialist"
8/7/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/7/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/7/2019,Other,5,Yes,No,Very positive - eVA customer representatives always demonstrate excellent customer service and they very knowledgable - no guess work here!,5,[No Answer Entered],"Portia, Specialist"
8/8/2019,Vendor,5,Yes,No,"Portia was so nice, and walked me through my problem with ease. And her laugh made me feel like I was conversing with an good friend. Wonderful customer care!!",5,[No Answer Entered],"Portia, Specialist"
8/8/2019,Buyer,5,Yes,Yes,Customer Care staff work as a team to assist me gaining access to my reinstated eVA account.,5,"An excellent example of teamwork! I am using this field to list your extremely helpful staff:  Portia Willis, Miranda Bowling, Ghania Hallie, Michal Kenter, Laura Bishop, Kelly Gills - I hope that I did not leave anyone out","Miranda, Specialist"
8/8/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
8/8/2019,Buyer,5,Yes,No,"As usual, Portia was spot on with her help!",4,[No Answer Entered],"Portia, Specialist"
8/8/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/8/2019,SWaM (SBSD),5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
8/8/2019,Vendor,5,Yes,No,Quick and easy fix,5,Customer care rep was very pleasant and knowlegdeable.,"Devyonne, Specialist"
8/8/2019,Vendor,5,Yes,No,Ms. Chandra was pleasant to speak with and she assisted in the complete resolution of my issue.,5,[No Answer Entered],"Chandra, Specialist"
8/8/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/8/2019,Buyer,5,No,No,My issue is actually with my VCU procurement department and the eVA rep was able to point me in that direction.  Much thanks.,5,NA,"Chandra, Specialist"
8/8/2019,Vendor,5,Yes,No,Great customer service!,5,[No Answer Entered],"Chandra, Specialist"
8/8/2019,SWaM (SBSD),5,Yes,No,"VERY HELPFUL
NOT LONG WAIT TIME
PATIENT",5,PERSON ON PHONE WAS HELPFU;,"Devyonne, Specialist"
8/8/2019,Buyer,5,Yes,No,Miranda led me step by step to find what I needed. Great job!,5,[No Answer Entered],"Miranda, Specialist"
8/8/2019,Vendor,5,Yes,No,thanks for the support!,5,great!,"Portia, Specialist"
8/8/2019,Vendor,5,Yes,No,I spoke with a representative by phone who was very helpful and guided me through everything that I needed,5,[No Answer Entered],"Chandra, Specialist"
8/8/2019,Vendor,5,Yes,No,"Representative was friendly, professional and helpful.",5,"Representative was friendly, professional and helpful.","Portia, Specialist"
8/9/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/9/2019,Buyer,5,No,No,Portia was very helpful.  She stated she will forward this to someone for further review to see what caused the error message.,5,[No Answer Entered],"Portia, Specialist"
8/9/2019,Vendor,5,Yes,Yes,"It was the best customer service experience I have had all year.  She was veery patient, pleasant and walked me through the entire process with a smile!  Very impressed and happy!",5,"I don't recall my specialist's name, but she was fantastic.  Please include my comments to her files!","Chandra, Specialist"
8/9/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/9/2019,Vendor,5,Yes,No,Sherry was very helpful and patient as we figured out how to update our account.,5,"Call took a little while to be answered, but otherwise everything went very well","Sherry, Specialist"
8/9/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/9/2019,Vendor,5,Yes,No,Answered all questions and was very patient,5,n/a,"Sherry, Specialist"
8/9/2019,Buyer,5,Yes,No,Natasha was very helpful.,5,[No Answer Entered],"Natasha, Lead"
8/9/2019,Vendor,5,Yes,No,"Very knowledgeable, professional and helpful",5,Resolved quickly,"Chandra, Specialist"
8/9/2019,Vendor,5,Yes,No,Great job,5,professional and personable,"Joann, Specialist"
8/9/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/9/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/9/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/12/2019,Buyer,5,Yes,No,The eVA Customer Care Rep was extremely helpful.,5,[No Answer Entered],"Sherry, Specialist"
8/12/2019,Buyer,5,Yes,No,I was offered the answer to my question very quickly.,5,I have always enjoyed eVA and always found help that I needed when contacting eVA Help.,"Miranda, Specialist"
8/12/2019,Other,5,Yes,No,The customer service representative answered my question quickly and provided additional information for me to mention to the vendor so the vendor's record would be complete.,4,"I thought the eVA representative said that her name was Debbie, but I don't see that name below.  My apologies if I got the name wrong.","Devyonne, Specialist"
8/12/2019,Other,5,Yes,No,Portia was quick to answer and resolve my question,5,[No Answer Entered],"Portia, Specialist"
8/12/2019,Vendor,5,Yes,No,perfect,5,[No Answer Entered],"Portia, Specialist"
8/12/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/12/2019,Buyer,5,Yes,No,customer care experience was very professional.,5,[No Answer Entered],"Chandra, Specialist"
8/12/2019,Vendor,5,Yes,Yes,Great service,5,[No Answer Entered],"Sherry, Specialist"
8/12/2019,Vendor,5,Yes,No,Very helpful customer service agent that knew exactly what the problem was!,5,[No Answer Entered],"Portia, Specialist"
8/12/2019,Buyer,5,Yes,No,The rep was wonderful. She provided excellent customer service.,3,The rep was great. The phone options to get help are very slow.,"Portia, Specialist"
8/12/2019,Vendor,5,Yes,Yes,Mel helped me & he was excellent. I needed to update our account as it was inactive. I am currently waiting for the next step as I have complied with what I was asked to do so far on our end.,5,"Nothing yet, still waiting for account to become active again. Then I want to change the user log in as it is associated with a person who is no longer with us. Hopefully I can do that once I am active.","Jamel ""Mel"", Lead"
8/12/2019,Buyer,5,Yes,No,I appreciated the follow-up on an earlier issue.  The earlier issue was resolved.,4,"It is frustrating that small changes to a requisition (such as to an NGIP code, which has no bearing on the cost or billing/accounting of the ticket) will return the PR to the beginning of the approval queue.  This is particularly frustrating when items are needed in a timely manner.","Sherry, Specialist"
8/12/2019,Vendor,5,Yes,No,"My experience was great. I didn't catch her name, but the representative who assisted me answered everything I needed to find out, plus informed me of a couple of forms I wouldn't have known about otherwise. Thank you.",3,The website is pretty intuitive but could be a little easier to navigate.,"Devyonne, Specialist"
8/12/2019,Vendor,5,Yes,No,"The care representative was AWESOME - great people skills, listening skills, and took me through the entire process until everything was fixed. She's a keeper!",5,Surprisingly and super pleasantly easy and professional.,"Chandra, Specialist"
8/12/2019,SWaM (SBSD),5,Yes,No,Portia was extremely helpful. She didn't give a cookie-cutter answer or shied away from an opinion. She also listened and understood the problem which she helped resolve.,5,Very satisfied with the ability to talk with a representative when needed.,"Portia, Specialist"
8/12/2019,Vendor,5,Yes,Yes,"Sherry was awesome.  She listened to my issue, researched and evaluated and called me back to explain.  Problem was taken care of.  She is superb.",5,Same as #7.  Was excellent customer service. I thank Sherry for going that step beyond where she could have-- to me she went the extra mile to make sure our problem was solved,"Sherry, Specialist"
8/12/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/12/2019,Vendor,5,Yes,Yes,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/12/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/12/2019,Vendor,5,Yes,No,"Your representative was exceptionally helpful and exhibited patience, knowledge and courtesy.",5,[No Answer Entered],"Chandra, Specialist"
8/12/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/12/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/13/2019,Other,5,Yes,No,One of the most helpful experience's I have had. Has knowledge on how to really help someone and explain how and what to do.,5,[No Answer Entered],"Chandra, Specialist"
8/13/2019,Vendor,5,Yes,No,She was very helpful and patience.,5,[No Answer Entered],"Devyonne, Specialist"
8/13/2019,Vendor,5,Yes,Yes,My question was answered.,5,The eVA employee was professionally driven in answering my question.,"Sherry, Specialist"
8/13/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/13/2019,Buyer,5,No,No,My issue hasn't been resolved because I have to get my internal staff support to correct my email address.,5,[No Answer Entered],"Portia, Specialist"
8/13/2019,Vendor,5,Yes,No,Chandra was very courteous and helpful as she resolved my issue in a very timely manner.,5,[No Answer Entered],"Chandra, Specialist"
8/13/2019,Buyer,5,Yes,No,Question was answered quickly.,5,Will call again if I have questions in the future because it was answered quickly.,"Sherry, Specialist"
8/13/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/13/2019,Vendor,5,Yes,No,"Devyonne was excellent. She was polite, helpful, and knowledgeable about the eVA system and in providing me with a recommended course of action to resolve my issue.",5,"My company's experience with eVA has been great. And with Devyonne's assistance today, our experience has continued to be so.","Devyonne, Specialist"
8/13/2019,Buyer,5,Yes,No,[No Answer Entered],5,"I know that the representative was very helpful, pleasant to talk to, and offered to transfer me to the appropriate department.  Good customer service.  Unfortunately, I do not remember her name.","Devyonne, Specialist"
8/14/2019,Vendor,5,Yes,No,The customer service representative was very patient and knowledgeable.  She was able to resolve my issue.,5,NA,"Chandra, Specialist"
8/14/2019,Buyer,5,Yes,No,The customer care agent was very patient with me,4,The phone prompts are plentiful,"Sherry, Specialist"
8/14/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/14/2019,Vendor,2,Yes,No,The eva system is not very user friendly and the agent was not terribly helpful. I did the best I could and just hope that the bid goes through.,1,See comment above.,"Chandra, Specialist"
8/14/2019,Vendor,5,Yes,No,One of the best external help desks I've ever talked with!,5,Excellent customer service,"Portia, Specialist"
8/14/2019,Vendor,5,Yes,No,Efficient and cheeful.,3,Website too slow.,"Portia, Specialist"
8/14/2019,Vendor,5,Yes,No,VERY HELPFUL EXPLAINING,5,[No Answer Entered],"Chandra, Specialist"
8/14/2019,Vendor,5,Yes,No,[No Answer Entered],5,I dont remember the ladies name that I talked with but she was extremely helpful and polite! She was very patient with me! Thank u so much for the assistance!!,"Natasha, Lead"
8/14/2019,Vendor,5,Yes,No,Very knowledgeable and a pleasant to work with,5,[No Answer Entered],"Portia, Specialist"
8/14/2019,Vendor,5,Yes,No,[No Answer Entered],2,Website is slow and non-responsive at times.,"Devyonne, Specialist"
8/14/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/14/2019,Vendor,5,Yes,No,"Extremely knowledgeable, patient and helpful with working me through 
The process.  Appreciated her expertise very, very much!
",5,[No Answer Entered],"Devyonne, Specialist"
8/14/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/14/2019,Buyer,5,Yes,No,I received the information I needed to do what I needed to do.  Thanks a bunch!,5,[No Answer Entered],"Miranda, Specialist"
8/14/2019,Buyer,5,Yes,No,The representative provided excellent customer service - she was extremely patient since I was a new eVA user.,5,[No Answer Entered],"Sherry, Specialist"
8/14/2019,Vendor,5,Yes,No,"The customer care representative was knowledgeable, helpful and courteous.",5,[No Answer Entered],"Devyonne, Specialist"
8/14/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
8/14/2019,Vendor,5,Yes,No,Great!,5,Super Great!,"Portia, Specialist"
8/14/2019,Vendor,5,Yes,No,Very friendly and quick to help,5,[No Answer Entered],"Jamel ""Mel"", Lead"
8/15/2019,Vendor,5,Yes,No,The customer care specialist I talked to was very kind and helpful. Thank you! :),5,[No Answer Entered],"Sherry, Specialist"
8/15/2019,Other,5,Yes,No,The Customer Care representative was very professional and very helpful,5,It was great,"Chandra, Specialist"
8/15/2019,Buyer,5,Yes,No,EXCELLENT CUSTOMER SERVICE AS ALWAYS,5,[No Answer Entered],"Portia, Specialist"
8/15/2019,SWaM (SBSD),5,Yes,No,"My experience has always been very helpful, very customer-friendly, and focused on getting my question or problem resolved quickly but thoroughly.",5,[No Answer Entered],"Portia, Specialist"
8/15/2019,Vendor,5,Yes,No,Received courteous help and she stayed online until I found what I was looking for on the eVA website and resolved my issue.,5,n/a,"Sherry, Specialist"
8/15/2019,Vendor,5,Yes,No,[No Answer Entered],4,[No Answer Entered],"Chandra, Specialist"
8/15/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/15/2019,Vendor,5,Yes,No,She was excellent and very helpful,3,[No Answer Entered],"Devyonne, Specialist"
8/15/2019,Buyer,5,Yes,No,Awesome experience,5,Tech was helpful and pleasant!,"Portia, Specialist"
8/15/2019,Vendor,5,Yes,No,very professional and efficient,5,[No Answer Entered],"Devyonne, Specialist"
8/15/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
8/15/2019,Buyer,5,Yes,No,Excellent customer care and follow up,5,Customer care specialist called to make sure eVA experience was satisfactory,"Devyonne, Specialist"
8/15/2019,SWaM (SBSD),5,Yes,No,The lady who helped me was very courteous and kind. She was patient and after she helped me understand the program took the time to go back over what I needed to do to achieve my task.,4,The system is not always easy to locate the information that I am searching for,"Chandra, Specialist"
8/16/2019,Other,5,Yes,No,Great customer service and efficient work!,5,[No Answer Entered],"Sherry, Specialist"
8/16/2019,Buyer,2,No,No,It was frustrating to not be able to be helped with my issue with the required purchasing system at the state level. To access the Supply Room catalog is all I wanted. The eVA representative for the state walked me through the process to access a catalog however at a certain step I did not see what the representative said I should see and couldn't understand why I couldn't see it.  I started at the state level and worked my way through the university level who then passed me on to the university technology side to hopefully resolve my problem. The last person was determined to find a solution to the problem which he did. In the end I spent more than 30 minutes on the phone to get this resolved. To improve my experience with eVA would be make catalogs available to view without having to go through so many steps.,1,"see above

I was not able to remember the person who assisted me.","Sherry, Specialist"
8/16/2019,Buyer,5,Yes,No,fantastic,5,no issues,"Portia, Specialist"
8/16/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/16/2019,Vendor,5,Yes,No,"Great Customer Services, very helpful :)",5,[No Answer Entered],"Devyonne, Specialist"
8/16/2019,Vendor,5,Yes,No,Extremely professional and polite.,5,Excellent,"Devyonne, Specialist"
8/16/2019,Vendor,5,Yes,No,[No Answer Entered],5,Great help desk support,"Joann, Specialist"
8/19/2019,Vendor,5,Yes,No,Miranda was very helpful.  Thank you!,5,[No Answer Entered],"Miranda, Specialist"
8/19/2019,Vendor,5,Yes,No,She speech profesional and pacient.  So thanks,5,I&#8217;m  ok to have help during my application.    Thanks,"Chandra, Specialist"
8/19/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/19/2019,Buyer,5,Yes,No,"Ms. Miranda is an excellent instructor. Very patient, kind and very helpful.",5,[No Answer Entered],"Miranda, Specialist"
8/19/2019,Buyer,5,Yes,No,I appreciated that I didn't have to wait on the phone a long time to speak to an actual person.,5,[No Answer Entered],"Joann, Specialist"
8/19/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Natasha, Lead"
